timestamp,user_id,event_type,trace_id,details
1775083083.9217904,User-001,started,trace_0119,"188 requests remaining (advanced 44%), 139,957 tokens at start"
1775083084.015319,User-002,started,trace_0055,"490 requests remaining (advanced 34%), 154,326 tokens at start"
1775083084.0757992,User-003,started,trace_0204,"67 requests remaining (advanced 28%), 34,326 tokens at start"
1775083084.128247,User-004,started,trace_0422,"4 requests remaining (advanced 33%), 6,399 tokens at start"
1775083084.1952972,User-005,started,trace_0307,"12 requests remaining (advanced 57%), 37,432 tokens at start"
1775083084.250424,User-006,started,trace_0514,"3 requests remaining (advanced 50%), 12,207 tokens at start"
1775083084.3294044,User-007,started,trace_0296,"20 requests remaining (advanced 52%), 89,388 tokens at start"
1775083084.411464,User-008,started,trace_0336,"74 requests remaining (advanced 49%), 108,055 tokens at start"
1775083084.4945836,User-009,started,trace_0520,"179 requests remaining (advanced 52%), 116,671 tokens at start"
1775083084.5610018,User-010,started,trace_0071,"15 requests remaining (advanced 29%), 57,966 tokens at start"
1775083084.6457329,User-011,started,trace_0219,"42 requests remaining (advanced 48%), 126,004 tokens at start"
1775083084.7265716,User-012,started,trace_0176,"98 requests remaining (advanced 39%), 110,476 tokens at start"
1775083084.81872,User-013,started,trace_0244,"631 requests remaining (advanced 44%), 149,774 tokens at start"
1775083084.9192526,User-014,started,trace_0057,"246 requests remaining (advanced 40%), 179,618 tokens at start"
1775083084.9929762,User-015,started,trace_0243,"48 requests remaining (advanced 52%), 84,267 tokens at start"
1775083085.0657704,User-016,started,trace_0237,"176 requests remaining (advanced 49%), 81,388 tokens at start"
1775083085.138052,User-017,started,trace_0373,"10 requests remaining (advanced 55%), 78,947 tokens at start"
1775083085.2238183,User-018,started,trace_0521,"10 requests remaining (advanced 38%), 109,716 tokens at start"
1775083085.298232,User-019,started,trace_0371,"16 requests remaining (advanced 33%), 77,148 tokens at start"
1775083085.382543,User-020,started,trace_0100,"150 requests remaining (advanced 46%), 119,477 tokens at start"
1775083113.9634876,User-021,started,trace_0159,"70 requests remaining (advanced 49%), 142,046 tokens at start"
1775083114.0354655,User-022,started,trace_0193,"76 requests remaining (advanced 44%), 71,451 tokens at start"
1775083114.0900068,User-023,started,trace_0361,"5 requests remaining (advanced 17%), 12,720 tokens at start"
1775083114.1479988,User-024,started,trace_0434,"3 requests remaining (advanced 50%), 12,236 tokens at start"
1775083114.2065146,User-025,started,trace_0239,"34 requests remaining (advanced 29%), 21,910 tokens at start"
1775083114.2641735,User-026,started,trace_0104,"5 requests remaining (advanced 29%), 21,796 tokens at start"
1775083114.3357055,User-027,started,trace_0332,"118 requests remaining (advanced 37%), 65,026 tokens at start"
1775083144.0026345,User-028,started,trace_0519,"4 requests remaining (advanced 33%), 145,196 tokens at start"
1775083144.0751884,User-029,started,trace_0157,"120 requests remaining (advanced 33%), 72,889 tokens at start"
1775083144.1696858,User-030,started,trace_0298,"168 requests remaining (advanced 50%), 139,660 tokens at start"
1775083144.2348135,User-031,started,trace_0007,"198 requests remaining (advanced 31%), 48,043 tokens at start"
1775083144.3250175,User-032,started,trace_0513,"58 requests remaining (advanced 58%), 138,311 tokens at start"
1775083144.3933332,User-033,started,trace_0203,"34 requests remaining (advanced 39%), 46,003 tokens at start"
1775083144.4679878,User-034,started,trace_0217,"242 requests remaining (advanced 38%), 74,406 tokens at start"
1775083173.9718804,User-035,started,trace_0052,"122 requests remaining (advanced 57%), 74,411 tokens at start"
1775083174.039159,User-036,started,trace_0268,"4 requests remaining (advanced 50%), 55,712 tokens at start"
1775083174.0938294,User-037,started,trace_0380,"10 requests remaining (advanced 38%), 13,198 tokens at start"
1775083174.177344,User-038,started,trace_0138,"143 requests remaining (advanced 46%), 110,019 tokens at start"
1775083174.2686522,User-039,started,trace_0516,"4 requests remaining (advanced 33%), 137,198 tokens at start"
1775083174.343185,User-040,started,trace_0398,"23 requests remaining (advanced 52%), 67,698 tokens at start"
1775083174.4316802,User-041,started,trace_0067,"117 requests remaining (advanced 52%), 123,818 tokens at start"
1775083230.396119,User-006,completed,trace_0514,"6/6 requests, 42.2% cache hit"
